COUNTRY,ID,Neighbourhood,Government,Scientist,Journalist,Doctor and Nurses,Philantropist,Traditional Healers
Bangladesh,117930927,99,1,1,2,1,3,3
Bangladesh,171935374,1,1,1,1,2,3,99
Bangladesh,137695775,2,1,99,3,1,1,2
Bangladesh,117504589,2,1,1,2,1,2,4
Bangladesh,163935183,2,1,99,3,1,2,2
Bangladesh,135920795,2,2,2,2,2,2,2
Bangladesh,183927450,1,2,2,4,1,3,4
Bangladesh,141242628,1,1,1,1,1,1,1
Bangladesh,113071589,2,1,2,3,2,1,99
Bangladesh,175031204,2,2,99,4,2,4,4
Bangladesh,148122650,1,1,99,99,1,1,4
Bangladesh,197122227,2,2,2,2,2,2,4
Bangladesh,118149867,2,4,3,2,4,2,4
Bangladesh,169104774,2,1,99,2,3,2,2
Bangladesh,198694143,2,2,1,4,3,3,4
Bangladesh,175773004,2,2,2,4,2,2,4
Bangladesh,188246676,2,1,1,1,1,2,4
Bangladesh,191726173,1,1,2,2,3,2,4
Bangladesh,125106892,1,1,99,1,2,1,99
Bangladesh,205305386,1,1,1,2,2,2,4
Bangladesh,176686232,1,1,1,1,1,1,2
Bangladesh,160922229,1,2,1,2,2,2,2
Bangladesh,156950120,2,2,2,2,2,2,3
Bangladesh,152456540,1,2,2,2,2,2,4
Bangladesh,126511915,3,3,3,3,3,2,4
Bangladesh,182756932,1,99,99,2,3,3,4
Bangladesh,134994064,2,2,1,2,2,1,4
Bangladesh,148058070,2,1,2,2,1,2,3
Bangladesh,203368273,2,1,99,2,3,2,2
Bangladesh,132217730,3,1,3,1,2,2,4
Bangladesh,176156200,3,2,99,3,2,99,4
Bangladesh,142691533,2,1,1,3,2,99,4
Bangladesh,205444329,2,2,1,3,2,99,4
Bangladesh,165499249,1,4,1,2,1,99,3
Bangladesh,207823195,2,4,3,3,2,2,4
Bangladesh,187836315,2,2,1,2,2,2,4
Bangladesh,112047156,1,2,2,1,1,2,3
Bangladesh,209099082,2,99,99,2,2,99,4
Bangladesh,174283052,2,2,4,99,1,4,99
Bangladesh,127177445,2,2,1,2,2,2,4
Bangladesh,137658946,2,1,2,2,2,2,3
Bangladesh,167293204,2,2,4,2,2,2,4
Bangladesh,184921493,2,2,2,2,2,2,3
Bangladesh,161773309,2,99,2,99,2,2,4
Bangladesh,198095859,3,1,1,2,1,99,3
Bangladesh,137992700,2,1,2,1,1,1,2
Bangladesh,163506087,2,99,2,4,1,99,4
Bangladesh,177514505,1,1,1,1,3,1,1
Bangladesh,201369067,1,1,1,3,3,99,4
Bangladesh,139014127,2,2,2,4,1,3,4
Bangladesh,207271307,3,99,2,99,2,99,4
Bangladesh,138125243,1,1,99,1,2,1,4
Bangladesh,169793051,1,1,1,1,1,2,4
Bangladesh,132696813,2,2,2,2,2,99,2
Bangladesh,170192181,3,1,2,2,2,2,4
Bangladesh,121479839,1,2,99,3,2,2,4
Bangladesh,138419127,2,2,1,2,1,2,4
Bangladesh,161695093,1,1,1,2,1,1,4
Bangladesh,121200030,2,2,2,99,2,2,2
Bangladesh,122058681,2,1,1,1,1,1,4
Bangladesh,176999670,2,3,2,3,3,2,3
Bangladesh,208686918,1,1,1,1,1,1,4
Bangladesh,112485837,2,3,4,4,2,2,2
Bangladesh,117176678,3,1,1,2,3,1,4
Bangladesh,142552217,1,2,1,2,2,2,3
Bangladesh,131825779,2,1,1,2,2,2,3
Bangladesh,113512469,2,2,2,2,2,2,4
Bangladesh,124626491,99,1,1,2,99,2,4
Bangladesh,164696384,2,2,3,2,2,2,4
Bangladesh,130505714,2,2,2,3,2,2,3
Bangladesh,176223473,2,3,1,3,2,3,4
Bangladesh,179411463,2,1,2,4,2,2,4
Bangladesh,197799963,1,1,2,99,2,2,3
Bangladesh,186379005,2,1,2,2,2,1,4
Bangladesh,122743622,2,2,2,3,1,3,3
Bangladesh,197386292,2,2,2,2,2,2,4
Bangladesh,157070415,2,3,2,3,2,2,4
Bangladesh,161832252,1,1,1,1,1,2,4
Bangladesh,166036739,1,1,1,1,1,99,4
Bangladesh,126529336,3,1,99,3,1,3,4
Bangladesh,126659213,3,1,2,3,2,3,4
Bangladesh,154801824,2,1,2,4,4,2,4
Bangladesh,202588074,2,1,99,2,1,2,4
Bangladesh,165043467,1,1,1,1,1,3,2
Bangladesh,129252367,3,99,99,2,4,4,4
Bangladesh,151389255,2,1,2,2,2,2,4
Bangladesh,150783961,99,99,99,4,2,3,4
Bangladesh,115490425,4,3,1,4,1,3,4
Bangladesh,123951140,2,2,3,2,2,3,4
Bangladesh,206135402,1,1,3,3,1,2,4
Bangladesh,199177022,2,1,2,2,2,2,4
Bangladesh,130089386,1,2,1,2,1,1,2
Bangladesh,190450708,2,2,99,2,2,2,4
Bangladesh,172723031,2,2,2,2,2,3,4
Bangladesh,148271153,2,1,2,2,2,2,4
Bangladesh,205792026,2,2,1,3,1,2,4
Bangladesh,180032072,1,4,1,2,2,2,4
Bangladesh,209508005,1,3,3,3,2,4,4
Bangladesh,170449643,1,1,1,1,1,1,1
Bangladesh,166985524,2,3,99,99,1,3,2
Bangladesh,148714672,2,2,1,3,3,2,4
Bangladesh,167132502,3,1,3,4,1,2,4
Bangladesh,177928609,1,1,1,1,1,1,4
Bangladesh,191836655,1,1,99,2,1,2,4
Bangladesh,142008120,1,2,99,99,3,99,2
Bangladesh,177862234,1,1,99,2,1,2,4
Bangladesh,152160825,2,2,1,2,3,2,3
Bangladesh,207132596,2,1,1,2,1,99,4
Bangladesh,194824882,1,3,3,1,3,3,4
Bangladesh,197728340,1,2,2,2,2,2,4
Bangladesh,125474988,2,2,2,2,2,2,2
Bangladesh,198284147,2,1,1,3,2,2,4
Bangladesh,129659919,2,2,2,2,2,2,3
Bangladesh,111154747,2,1,2,2,2,99,4
Bangladesh,197037341,1,2,2,2,1,99,4
Bangladesh,132211979,2,3,99,3,2,2,4
Bangladesh,136362105,2,2,1,1,1,1,3
Bangladesh,150887464,1,2,99,2,2,4,4
Bangladesh,166895801,2,99,2,4,1,99,99
Bangladesh,191360836,2,2,2,2,2,2,2
Bangladesh,135727283,3,2,2,3,2,2,99
Bangladesh,116465774,2,2,99,3,2,4,1
Bangladesh,190602699,1,2,99,99,1,99,3
Bangladesh,174833342,1,3,1,2,1,1,3
Bangladesh,163556163,2,1,2,2,2,2,3
Bangladesh,196832156,1,1,1,1,1,1,2
Bangladesh,128094813,2,2,2,2,2,3,3
Bangladesh,174740144,3,2,3,3,1,2,4
Bangladesh,195045218,1,1,2,1,1,2,4
Bangladesh,197274095,2,2,3,2,2,2,4
Bangladesh,179987626,2,1,2,2,2,99,3
Bangladesh,152725431,1,2,1,2,1,2,2
Bangladesh,126066164,2,2,2,3,2,2,4
Bangladesh,116283404,2,1,2,99,1,3,4
Bangladesh,115325964,2,1,99,4,2,2,4
Bangladesh,128507978,2,2,1,2,1,2,3
Bangladesh,171000669,4,2,1,3,2,2,4
Bangladesh,119031112,1,1,1,2,2,2,3
Bangladesh,139890128,99,1,2,99,1,2,99
Bangladesh,142511786,2,2,99,99,2,2,2
Bangladesh,206919011,1,1,1,1,1,2,3
Bangladesh,157484645,2,3,2,4,1,3,4
Bangladesh,201910564,4,2,2,2,2,3,2
Bangladesh,112785653,1,2,1,2,99,2,99
Bangladesh,114570194,2,1,1,2,1,2,4
Bangladesh,152822209,1,1,2,2,2,99,4
Bangladesh,130409388,1,1,1,99,1,99,1
Bangladesh,144509345,2,1,2,2,2,99,4
Bangladesh,169647656,1,1,1,2,1,1,3
Bangladesh,131353172,2,99,1,2,2,2,4
Bangladesh,192591702,1,2,3,4,2,2,4
Bangladesh,148486169,1,1,1,1,1,1,4
Bangladesh,204950322,2,2,99,3,1,2,2
Bangladesh,143438525,2,1,2,2,3,2,4
Bangladesh,172516843,2,1,1,1,2,2,2
Bangladesh,204746148,2,1,1,3,2,2,4
Bangladesh,203053781,2,1,2,2,2,2,4
Bangladesh,175043457,4,2,99,99,3,2,4
Bangladesh,129092490,2,1,1,2,1,4,4
Bangladesh,210160240,2,1,1,99,1,3,3
Bangladesh,196207300,2,2,1,4,1,99,4
Bangladesh,197209207,2,99,1,2,2,3,3
Bangladesh,207517309,2,2,2,3,2,3,2
Bangladesh,160391005,2,1,2,2,2,99,2
Bangladesh,118787467,1,2,2,2,2,2,4
Bangladesh,149403012,3,99,3,99,2,2,4
Bangladesh,111428072,2,2,1,2,1,2,3
Bangladesh,185463684,2,2,99,99,2,2,2
Bangladesh,145623494,2,99,2,2,2,2,4
Bangladesh,206997779,2,2,1,1,1,3,4
Bangladesh,203235739,1,3,2,3,3,1,4
Bangladesh,135018600,2,2,2,3,1,3,4
Bangladesh,172177596,1,1,1,1,1,1,4
Bangladesh,178948744,2,2,2,2,2,2,3
Bangladesh,177410834,2,2,1,2,2,3,4
Bangladesh,128314115,2,1,99,2,2,2,4
Bangladesh,149668111,3,1,1,2,1,2,4
Bangladesh,122352297,1,1,1,1,1,1,4
Bangladesh,202919698,1,3,1,4,1,4,3
Bangladesh,201191291,2,1,99,2,2,2,3
Bangladesh,148272162,1,2,2,2,2,2,4
Bangladesh,158638063,2,1,1,2,1,1,4
Bangladesh,170509337,1,1,4,1,2,4,4
Bangladesh,115695166,2,99,2,2,2,2,3
Bangladesh,184811504,3,3,3,3,2,4,4
Bangladesh,207378528,3,4,2,4,2,4,4
Bangladesh,188885559,2,3,2,4,1,2,4
Bangladesh,184480760,1,3,1,3,1,2,4
Bangladesh,142046521,2,2,2,2,2,2,3
Bangladesh,180549568,2,2,2,3,2,1,2
Bangladesh,123912348,2,2,2,3,1,3,4
Bangladesh,209423970,2,1,1,1,1,1,4
Bangladesh,144441009,2,1,3,2,1,3,3
Bangladesh,164125961,2,1,99,1,1,3,4
Bangladesh,156323240,2,1,1,2,1,3,4
Bangladesh,196127433,1,2,2,3,2,3,4
Bangladesh,154222852,2,2,1,2,1,1,4
Bangladesh,179940091,2,2,99,2,2,2,4
Bangladesh,152784693,2,2,2,3,2,2,4
Bangladesh,115620855,1,1,1,1,1,2,4
Bangladesh,160124165,2,1,1,2,2,2,4
Bangladesh,159830512,3,2,2,2,3,2,4
Bangladesh,175630916,2,2,2,3,2,2,3
Bangladesh,208475715,3,1,2,2,1,1,4
Bangladesh,119500820,1,99,2,2,4,2,4
Bangladesh,147752451,1,4,1,4,99,4,3
Bangladesh,121088214,3,2,1,2,1,2,4
Bangladesh,192309998,1,1,2,1,2,1,3
Bangladesh,179427495,2,1,1,2,2,3,4
Bangladesh,209526931,1,1,2,2,1,2,4
Bangladesh,114892795,2,2,1,2,1,2,3
Bangladesh,112910825,2,1,99,2,2,3,4
Bangladesh,143627951,2,2,99,99,2,2,2
Bangladesh,117849225,1,1,1,2,1,2,4
Bangladesh,145557748,2,99,1,99,4,2,4
Bangladesh,190647899,3,1,3,2,3,2,4
Bangladesh,176740407,1,1,2,99,1,99,1
Bangladesh,119628945,1,4,2,3,3,2,4
Bangladesh,141538594,3,1,2,3,2,99,4
Bangladesh,195245978,99,1,2,2,2,3,1
Bangladesh,132444997,2,99,2,4,2,2,4
Bangladesh,203289585,2,2,2,2,2,2,3
Bangladesh,192342906,1,1,1,2,1,1,2
Bangladesh,140900906,1,1,1,3,2,4,4
Bangladesh,125493848,1,1,2,4,1,1,4
Bangladesh,168775306,2,2,1,2,2,2,4
Bangladesh,149950997,4,99,3,4,2,2,4
Bangladesh,132295269,3,2,1,2,1,99,4
Bangladesh,140356997,1,2,2,2,1,2,4
Bangladesh,206389334,2,2,2,2,2,99,99
Bangladesh,181279838,2,3,99,3,3,4,4
Bangladesh,202595121,2,2,99,2,2,2,4
Bangladesh,176886867,1,1,1,1,1,2,4
Bangladesh,145644523,2,2,1,2,2,2,3
Bangladesh,199012979,1,2,2,1,2,99,4
Bangladesh,128218262,2,1,1,1,1,3,4
Bangladesh,178525869,2,2,2,3,2,2,4
Bangladesh,171353384,2,3,1,1,1,2,4
Bangladesh,146242285,1,99,3,3,2,3,4
Bangladesh,208391290,3,2,1,3,2,2,4
Bangladesh,148099786,3,2,3,3,2,4,4
Bangladesh,131443012,2,2,2,2,2,2,3
Bangladesh,184114244,1,1,2,2,3,2,3
Bangladesh,203463839,2,2,4,2,3,2,4
Bangladesh,128902550,2,99,2,99,2,4,4
Bangladesh,195874798,2,2,2,2,2,2,2
Bangladesh,124883154,1,2,4,4,3,3,4
Bangladesh,124392925,2,1,1,2,1,3,4
Bangladesh,144515042,1,1,99,1,1,4,4
Bangladesh,137101974,1,2,99,99,2,2,1
Bangladesh,146273070,3,1,3,1,1,4,4
Bangladesh,169063706,2,3,1,3,1,3,4
Bangladesh,200261918,1,3,2,3,3,2,4
Bangladesh,129223676,2,3,99,4,99,99,4
Bangladesh,185945331,2,1,1,1,1,2,4
Bangladesh,150277235,1,1,1,4,2,3,2
Bangladesh,192108039,2,1,99,4,2,99,4
Bangladesh,191347225,1,1,2,4,2,2,4
Bangladesh,134336660,1,1,99,99,3,3,4
Bangladesh,130804144,2,2,2,2,2,2,3
Bangladesh,206164997,2,2,99,99,2,2,2
Bangladesh,204817749,3,1,2,1,2,1,4
Bangladesh,132687765,1,1,1,2,2,99,4
Bangladesh,129138627,1,99,2,3,2,2,4
Bangladesh,111314087,2,2,2,3,2,2,2
Bangladesh,117009401,1,1,1,1,1,1,4
Bangladesh,134287678,4,1,1,1,2,3,4
Bangladesh,207989763,1,3,99,99,1,2,2
Bangladesh,189087775,2,1,4,1,1,2,4
Bangladesh,124959258,1,1,2,2,1,2,4
Bangladesh,153881772,1,1,1,1,2,2,3
Bangladesh,204006020,1,1,2,1,1,99,4
Bangladesh,173396308,1,2,1,99,1,3,4
Bangladesh,175502186,2,1,1,3,2,2,3
Bangladesh,119485433,1,2,2,3,2,2,4
Bangladesh,137092451,3,1,1,2,1,2,3
Bangladesh,138781596,2,3,2,3,2,3,4
Bangladesh,179383163,2,2,2,3,1,3,3
Bangladesh,170058700,2,2,3,4,1,1,2
Bangladesh,206634580,2,2,2,2,2,1,2
Bangladesh,140715597,2,1,99,1,1,1,4
Bangladesh,189019476,2,99,2,99,2,2,4
Bangladesh,157827604,2,2,99,3,2,99,4
Bangladesh,139445146,1,1,3,3,1,1,3
Bangladesh,141798506,2,2,2,2,2,3,3
Bangladesh,210561046,1,1,3,2,1,2,4
Bangladesh,209288098,2,2,3,2,2,2,4
Bangladesh,121310491,99,99,99,2,2,99,4
Bangladesh,167256308,1,1,2,2,1,2,4
Bangladesh,134443713,1,1,1,2,2,2,4
Bangladesh,171885506,2,2,2,2,2,2,4
Bangladesh,133097564,2,1,1,2,1,1,2
Bangladesh,170345980,99,1,99,2,1,99,4
Bangladesh,205113886,1,1,1,1,1,1,4
Bangladesh,159929885,2,2,99,99,2,4,4
Bangladesh,120059310,2,99,2,2,2,2,4
Bangladesh,197381037,4,1,99,4,2,2,3
Bangladesh,150385058,2,1,1,1,1,99,4
Bangladesh,202525208,2,1,1,99,1,1,4
United Kingdom,115001379,3,4,1,2,2,1,2
United Kingdom,184161017,3,2,1,2,1,2,4
United Kingdom,147960591,1,1,1,3,1,1,4
United Kingdom,166678391,1,4,1,1,2,4,2
United Kingdom,164561775,2,3,1,3,2,2,3
United Kingdom,167758403,2,2,2,3,2,2,2
United Kingdom,145015109,1,2,1,4,1,2,2
United Kingdom,168862507,3,2,1,2,1,2,3
United Kingdom,158302748,1,4,1,1,1,2,99
United Kingdom,202830739,2,2,1,4,1,3,2
United Kingdom,114883318,3,2,3,2,2,3,2
United Kingdom,166534148,1,1,1,3,1,1,1
United Kingdom,184951433,1,1,1,2,1,1,2
United Kingdom,113324936,1,2,1,3,2,1,2
United Kingdom,133010362,1,4,2,4,1,4,3
United Kingdom,188045827,2,2,1,2,2,2,2
United Kingdom,145775563,2,4,1,3,1,2,4
United Kingdom,175782976,1,3,1,2,1,1,4
United Kingdom,170264494,4,2,1,4,1,1,99
United Kingdom,125951864,1,1,1,2,3,2,3
United Kingdom,197744588,2,1,1,2,1,1,1
United Kingdom,181723090,3,3,1,2,3,3,3
United Kingdom,191283169,2,2,1,3,1,2,3
United Kingdom,136027880,2,4,3,3,1,3,99
United Kingdom,138435011,1,2,1,1,1,2,4
United Kingdom,200516887,2,2,2,4,1,2,1
United Kingdom,187414431,2,3,1,1,2,1,1
United Kingdom,177095390,1,3,1,4,2,2,4
United Kingdom,175451004,1,4,1,1,1,2,99
United Kingdom,112363092,3,4,1,2,1,1,2
United Kingdom,133204866,1,3,2,2,1,2,4
United Kingdom,202718471,1,4,2,2,1,4,2
United Kingdom,154444954,2,2,1,2,1,2,4
United Kingdom,162799540,1,1,3,3,1,3,3
United Kingdom,146640845,1,4,1,4,1,1,3
United Kingdom,185514700,1,1,1,4,1,1,99
United Kingdom,121321549,1,2,1,2,1,2,1
United Kingdom,154846453,1,3,1,3,1,2,4
United Kingdom,116263938,2,4,2,1,1,1,2
United Kingdom,181358224,1,4,1,3,2,1,3
United Kingdom,134622282,2,1,2,1,1,1,2
United Kingdom,121464357,2,1,1,99,1,2,1
United Kingdom,126549536,2,3,1,2,1,2,4
United Kingdom,126886943,1,2,1,1,1,4,1
United Kingdom,147082211,2,3,1,2,1,1,4
United Kingdom,130663628,1,4,1,3,2,2,99
United Kingdom,151834389,2,3,3,1,1,2,3
United Kingdom,204225967,1,2,1,4,1,1,99
United Kingdom,119746745,2,1,1,2,1,4,3
United Kingdom,187690829,1,4,1,2,1,1,3
United Kingdom,167760839,2,1,99,3,1,1,3
United Kingdom,170708540,1,3,1,1,2,4,3
United Kingdom,118626000,1,2,1,2,1,1,4
United Kingdom,126513708,1,1,1,4,1,4,1
United Kingdom,116466748,1,1,2,4,2,2,3
United Kingdom,193860228,1,3,1,2,1,1,1
United Kingdom,147155629,1,1,1,2,2,1,3
United Kingdom,157990710,2,3,1,3,3,1,4
United Kingdom,175012310,3,2,2,1,1,3,2
United Kingdom,207956912,1,3,1,2,1,2,4
United Kingdom,198696184,1,2,2,4,1,3,3
United Kingdom,182521387,2,3,2,3,1,1,4
United Kingdom,157530109,3,3,1,2,1,1,1
United Kingdom,113848360,1,4,1,4,1,1,4
United Kingdom,134815698,2,2,1,2,1,3,3
United Kingdom,187612386,3,1,1,2,2,2,4
United Kingdom,168697007,1,1,2,2,1,2,3
United Kingdom,163498953,2,2,1,1,1,2,3
United Kingdom,206016388,1,3,2,3,1,2,2
United Kingdom,156232683,1,4,1,2,2,2,4
United Kingdom,112345081,1,3,1,1,1,1,1
United Kingdom,114141154,1,1,1,2,1,1,1
United Kingdom,188891134,1,1,1,2,1,4,2
United Kingdom,207288978,4,2,2,2,2,4,4
United Kingdom,192534024,1,1,2,2,1,2,2
United Kingdom,180808342,2,2,2,2,2,2,2
United Kingdom,208869271,1,2,1,3,1,2,4
United Kingdom,159589161,2,4,2,3,2,3,3
United Kingdom,154691484,3,2,1,3,1,2,2
United Kingdom,140871595,1,1,1,2,1,1,4
United Kingdom,174216705,1,1,1,2,2,3,4
United Kingdom,125613164,3,2,1,3,1,2,2
United Kingdom,137378145,2,2,1,2,1,2,2
United Kingdom,175279530,1,4,2,2,1,2,3
United Kingdom,136702793,2,1,1,2,2,2,99
United Kingdom,170824957,1,4,2,3,1,2,2
United Kingdom,146694881,1,3,1,3,1,1,99
United Kingdom,154783987,1,2,1,2,1,4,4
United Kingdom,203768032,1,3,2,2,2,2,3
United Kingdom,185922779,3,2,1,2,2,1,2
United Kingdom,126948186,1,2,2,2,1,2,1
United Kingdom,172301517,3,2,2,3,2,3,2
United Kingdom,177828666,3,4,1,2,1,1,2
United Kingdom,197262023,1,3,1,2,1,2,3
United Kingdom,185048686,2,3,1,3,2,2,3
United Kingdom,200061960,1,1,2,3,1,1,4
United Kingdom,187682892,1,4,2,2,1,4,4
United Kingdom,154241010,1,3,1,2,1,2,1
United Kingdom,210455601,1,3,1,2,1,99,3
United Kingdom,173719770,1,1,1,1,2,1,3
United Kingdom,161294329,2,1,1,3,1,3,2
United Kingdom,175975753,1,3,1,2,3,2,3
United Kingdom,113326539,2,4,1,2,1,1,2
United Kingdom,176256777,1,99,99,1,1,99,1
United Kingdom,195786254,1,2,1,2,2,2,99
United Kingdom,140147684,4,3,2,4,2,4,4
United Kingdom,203679255,2,2,1,2,1,2,3
United Kingdom,126096859,2,1,2,1,4,1,2
United Kingdom,202674590,3,2,1,2,1,2,4
United Kingdom,195231109,1,99,1,1,1,1,4
United Kingdom,120172518,1,3,2,3,2,4,4
United Kingdom,146285159,2,3,2,2,1,2,3
United Kingdom,163346317,2,1,2,2,1,2,2
United Kingdom,195228091,3,3,2,3,1,1,4
United Kingdom,122575503,4,4,1,3,1,3,4
United Kingdom,124913690,2,3,1,3,1,2,4
United Kingdom,116133970,1,2,3,1,2,1,3
United Kingdom,139034641,2,2,2,3,3,2,3
United Kingdom,147221182,2,3,1,2,1,2,2
United Kingdom,175643632,2,1,2,2,1,3,3
United Kingdom,206018490,2,2,1,1,1,2,99
United Kingdom,184780401,3,2,4,1,3,1,1
United Kingdom,143814946,3,3,2,3,2,2,2
United Kingdom,192033282,1,1,1,3,1,2,3
United Kingdom,186489355,1,2,4,3,3,1,3
United Kingdom,196110420,2,3,1,3,3,2,3
United Kingdom,126820224,1,1,1,3,1,1,2
United Kingdom,142782755,1,2,1,3,1,1,2
United Kingdom,187385638,1,1,2,2,2,1,2
United Kingdom,114906479,3,3,1,2,1,1,3
United Kingdom,180270405,1,4,1,3,3,1,3
United Kingdom,198057470,2,1,1,2,1,1,4
United Kingdom,180829573,1,2,2,2,1,2,2
United Kingdom,137160079,1,3,1,1,4,4,99
United Kingdom,145112257,1,3,1,2,2,3,4
United Kingdom,155368763,2,2,2,2,1,2,4
United Kingdom,154879549,1,3,2,3,1,3,3
United Kingdom,155507031,2,4,2,2,1,2,3
United Kingdom,192296598,1,1,1,1,1,1,99
United Kingdom,190018253,2,2,1,2,1,2,3
United Kingdom,117816278,1,1,2,2,1,1,4
United Kingdom,129401737,1,1,2,2,2,1,1
United Kingdom,128349790,1,1,2,2,1,2,2
United Kingdom,177075964,2,3,2,2,1,3,4
United Kingdom,204508218,2,2,2,2,1,3,3
United Kingdom,130935810,2,2,2,1,2,3,2
United Kingdom,134753094,1,4,1,4,1,99,4
United Kingdom,192862640,1,3,1,3,1,2,3
United Kingdom,133479824,1,99,2,2,2,1,4
United Kingdom,203473292,1,2,1,2,1,1,1
United Kingdom,151945465,2,2,2,4,2,2,4
United Kingdom,155131462,1,4,2,2,1,2,4
United Kingdom,147800120,1,2,2,2,1,2,99
United Kingdom,172158218,2,3,1,2,1,1,4
United Kingdom,137290134,3,2,2,3,2,2,99
United Kingdom,178200156,1,4,1,1,1,1,2
United Kingdom,146782429,2,99,2,99,1,1,4
United Kingdom,177034654,1,1,2,2,1,2,1
United Kingdom,176347195,1,4,1,2,1,1,4
United Kingdom,190906144,2,2,1,2,1,2,3
United Kingdom,147800102,2,2,1,2,1,2,3
United Kingdom,130285880,4,1,1,4,2,2,3
United Kingdom,179807397,1,3,1,3,1,1,1
United Kingdom,177054614,2,4,1,2,2,2,4
United Kingdom,169887259,2,2,2,2,1,3,3
United Kingdom,182997028,1,1,1,1,1,2,4
United Kingdom,161008903,3,4,2,4,2,2,2
United Kingdom,114244350,2,3,1,2,1,2,4
United Kingdom,111502016,1,99,1,1,3,1,1
United Kingdom,179740973,1,3,2,2,3,2,1
United Kingdom,155564202,1,1,1,2,1,2,1
United Kingdom,180669802,1,3,1,2,1,1,99
United Kingdom,172590929,2,2,4,3,3,3,4
United Kingdom,211080290,1,1,1,2,1,1,4
United Kingdom,199701659,2,2,2,3,3,1,4
United Kingdom,161452336,2,1,2,2,99,1,4
United Kingdom,174695718,2,3,1,4,1,1,2
United Kingdom,112480911,2,3,2,2,2,1,4
United Kingdom,202705392,3,3,1,4,1,1,1
United Kingdom,124749229,1,2,2,2,2,2,4
United Kingdom,139835315,1,2,1,2,1,3,3
United Kingdom,167828224,2,3,1,3,1,2,2
United Kingdom,139927687,1,1,1,1,2,2,2
United Kingdom,130479556,2,1,1,2,1,2,2
United Kingdom,192102175,2,4,1,2,1,1,4
United Kingdom,206797271,1,2,1,1,1,1,4
United Kingdom,141108771,1,4,1,3,1,2,2
United Kingdom,161227229,3,99,3,4,3,2,99
United Kingdom,176645029,2,4,1,3,1,2,4
United Kingdom,150467868,1,2,3,2,4,1,1
United Kingdom,175662287,2,1,2,3,1,2,2
United Kingdom,134793555,2,4,1,4,1,3,2
United Kingdom,154255747,2,4,2,2,1,3,2
United Kingdom,202688926,2,3,1,1,1,2,2
United Kingdom,153495951,1,2,1,1,2,1,4
United Kingdom,172265699,1,4,2,1,1,1,2
United Kingdom,196393882,2,3,1,2,2,2,3
United Kingdom,143987015,1,3,1,4,2,1,2
United Kingdom,122888819,1,1,1,99,2,1,4
United Kingdom,180434709,1,1,1,1,1,1,3
United Kingdom,202892235,1,4,1,2,1,2,1
United Kingdom,172667641,2,1,1,2,1,2,99
United Kingdom,141341541,2,4,1,2,2,1,99
United Kingdom,197054171,2,2,3,3,1,1,4
United Kingdom,201482902,3,2,2,3,4,3,2
United Kingdom,125102811,2,4,1,2,1,2,4
United Kingdom,208396326,1,3,1,2,1,2,99
United Kingdom,169711193,1,2,2,4,1,2,99
United Kingdom,145585067,4,2,2,99,1,1,1
United Kingdom,125898810,1,2,1,3,1,1,4
United Kingdom,119685226,3,3,2,3,2,2,99
United Kingdom,138672047,3,1,1,99,1,1,1
United Kingdom,190602645,2,2,1,2,1,2,2
United Kingdom,165911297,1,1,1,2,1,2,1
United Kingdom,192852299,1,2,2,2,1,3,4
United Kingdom,176163415,2,1,1,2,1,2,99
United Kingdom,144170665,1,3,2,3,2,2,3
United Kingdom,186923730,4,4,1,4,2,3,4
United Kingdom,154222916,1,3,1,4,1,1,3
United Kingdom,201446322,2,1,2,2,1,2,3
United Kingdom,170403863,2,1,2,1,1,2,99
United Kingdom,140881627,4,2,1,3,1,2,2
United Kingdom,147072270,1,1,1,2,1,2,2
United Kingdom,146118749,2,4,1,3,1,2,4
United Kingdom,145986687,1,1,2,2,1,4,3
United Kingdom,115315861,2,4,1,2,1,1,3
United Kingdom,143102890,2,3,1,2,2,1,3
United Kingdom,131145889,2,2,3,1,1,1,2
United Kingdom,194506707,1,1,3,3,1,2,3
United Kingdom,154964063,2,1,1,1,3,2,3
United Kingdom,138744761,1,1,3,1,1,1,1
United Kingdom,139395625,3,1,1,2,1,2,4
United Kingdom,195375782,1,3,1,1,1,1,99
United Kingdom,185908893,1,2,3,99,1,2,4
United Kingdom,117271261,1,1,3,2,3,1,2
United Kingdom,115753952,2,4,2,2,2,2,3
United Kingdom,130636043,2,2,1,2,1,2,2
United Kingdom,133108916,2,3,2,3,2,2,99
United Kingdom,189671565,1,3,2,3,1,1,1
United Kingdom,199819472,2,2,1,2,1,1,99
United Kingdom,120613386,2,1,2,2,2,2,1
United Kingdom,145758277,2,4,2,3,1,2,3
United Kingdom,118478085,2,1,1,2,1,2,3
United Kingdom,141765665,1,2,2,2,1,1,2
United Kingdom,115222090,3,4,1,2,1,2,4
United Kingdom,116531184,2,3,1,3,1,1,2
United Kingdom,139168318,2,3,2,2,1,2,2
United Kingdom,184366535,2,1,1,2,1,1,1
United Kingdom,159180300,2,4,1,3,1,2,4
United Kingdom,168918680,2,3,1,2,1,2,4
United Kingdom,189477839,1,2,2,2,1,2,3
United Kingdom,162797634,3,3,1,2,1,2,4
United Kingdom,156057063,1,1,1,2,1,1,4
United Kingdom,166263445,2,2,2,2,1,2,99
United Kingdom,112242335,2,3,2,4,4,1,4
United Kingdom,179996604,1,1,1,2,1,1,4
United Kingdom,156433375,2,4,1,2,2,1,3
United Kingdom,188694612,4,2,1,3,1,1,1
