COUNTRY,ID,Neighbourhood,Government,Scientist,Journalist,Doctor and Nurses,Philantropist,Traditional Healers
Ethiopia,203921328,1,1,1,99,1,1,2
Ethiopia,183927865,1,2,2,2,1,1,4
Ethiopia,152306990,2,3,2,3,3,3,3
Ethiopia,164216536,2,2,2,2,1,2,2
Ethiopia,148526216,2,2,2,2,1,2,3
Ethiopia,187034200,2,1,1,3,2,2,4
Ethiopia,112033453,1,1,99,3,2,3,3
Ethiopia,172531152,3,1,99,2,1,99,2
Ethiopia,140586919,2,1,2,2,2,2,2
Ethiopia,184530445,3,2,2,2,2,1,2
Ethiopia,147459419,1,1,2,2,1,2,3
Ethiopia,198748255,2,2,2,99,2,99,99
Ethiopia,175333216,1,1,99,2,1,3,1
Ethiopia,113886769,2,1,1,2,1,1,3
Ethiopia,170941502,3,2,2,2,1,1,2
Ethiopia,121773541,3,2,3,4,2,2,3
Ethiopia,114471401,3,1,2,3,2,2,2
Ethiopia,122969170,2,2,2,2,2,2,4
Ethiopia,176335961,2,2,2,1,2,2,4
Ethiopia,187808059,2,1,2,2,1,2,2
Ethiopia,163587796,1,2,2,1,2,2,2
Ethiopia,206207501,1,1,99,2,2,2,2
Ethiopia,174547000,2,2,2,3,2,2,4
Ethiopia,120748286,1,99,2,2,1,2,4
Ethiopia,123549089,1,3,3,2,1,3,4
Ethiopia,174573911,2,2,99,3,3,3,99
Ethiopia,149432539,2,2,1,2,1,1,1
Ethiopia,145376981,3,2,2,3,1,2,4
Ethiopia,119127398,1,2,2,2,1,2,4
Ethiopia,143777928,1,1,1,99,1,2,2
Ethiopia,165308936,1,1,1,3,1,3,2
Ethiopia,129924260,1,1,99,4,2,2,99
Ethiopia,155126597,1,99,2,2,1,3,3
Ethiopia,188825766,2,2,2,3,3,1,2
Ethiopia,138109483,2,2,3,2,3,2,3
Ethiopia,180605947,3,4,2,3,2,3,4
Ethiopia,139865255,2,2,2,2,2,2,4
Ethiopia,178950062,2,2,1,4,2,2,2
Ethiopia,197735881,1,1,1,1,1,1,1
Ethiopia,157738295,3,2,2,3,2,2,3
Ethiopia,122626590,1,2,2,2,1,2,2
Ethiopia,193705049,2,99,4,4,2,2,2
Ethiopia,146081134,2,2,1,2,2,2,2
Ethiopia,151639861,1,1,1,2,2,2,1
Ethiopia,188525028,3,4,1,2,2,3,3
Ethiopia,126211104,3,2,2,4,2,2,2
Ethiopia,159658943,1,1,3,1,1,1,2
Ethiopia,160626199,2,3,2,3,2,3,2
Ethiopia,210449435,4,3,2,3,2,3,3
Ethiopia,133917727,2,2,1,2,2,2,4
Ethiopia,126278537,2,3,2,2,2,2,2
Ethiopia,192794502,1,2,2,2,1,2,2
Ethiopia,209220540,2,2,2,3,2,2,3
Ethiopia,172721833,1,1,2,2,1,1,2
Ethiopia,173669422,2,2,3,4,3,4,2
Ethiopia,163326822,2,2,2,2,2,1,4
Ethiopia,183295423,1,2,2,3,2,4,4
Ethiopia,181649808,4,1,4,2,2,2,4
Ethiopia,130047411,1,3,4,2,2,3,1
Ethiopia,158099116,2,3,3,2,2,2,2
Ethiopia,111476255,1,1,1,3,2,2,2
Ethiopia,133118682,2,2,1,2,2,3,4
Ethiopia,166150440,2,2,2,3,2,1,2
Ethiopia,165133991,2,2,3,4,2,2,4
Ethiopia,200453335,2,2,1,1,1,2,3
Ethiopia,119245997,1,2,2,2,2,1,3
Ethiopia,125122918,2,3,3,3,2,2,3
Ethiopia,154961056,3,3,3,3,3,4,3
Ethiopia,198136096,2,2,2,2,2,2,2
Ethiopia,164478428,2,99,99,99,2,99,99
Ethiopia,118971771,2,4,4,3,2,2,4
Ethiopia,209334087,2,2,2,2,2,3,2
Ethiopia,170437338,1,1,3,2,2,3,1
Ethiopia,142789045,1,99,2,3,1,2,2
Ethiopia,131749662,3,3,1,3,2,3,2
Ethiopia,137981263,2,2,2,1,1,2,1
Ethiopia,184902359,4,1,4,4,2,4,2
Ethiopia,134658880,2,99,2,2,2,2,4
Ethiopia,186142995,1,1,2,2,1,2,2
Ethiopia,206692424,2,2,3,3,2,4,2
Ethiopia,198453486,1,1,1,1,1,2,3
Ethiopia,174874848,2,3,2,3,2,3,2
Ethiopia,125078222,1,2,1,4,2,4,2
Ethiopia,186163389,1,1,2,3,2,2,4
Ethiopia,145571441,2,2,99,2,1,2,4
Ethiopia,142104443,1,2,2,2,2,2,3
Ethiopia,135558590,2,2,2,4,2,2,4
Ethiopia,203354799,1,1,1,1,1,1,3
Ethiopia,117241256,2,2,1,2,2,1,1
Ethiopia,192777631,2,3,2,2,2,4,3
Ethiopia,202536832,2,2,2,2,2,4,4
Ethiopia,185997286,1,1,3,1,2,3,3
Ethiopia,160092102,1,3,1,2,2,3,2
Ethiopia,118494376,1,1,99,1,1,1,4
Ethiopia,121852647,3,99,3,2,1,3,2
Ethiopia,163133147,1,1,3,4,3,2,2
Ethiopia,163301752,1,1,2,4,3,2,4
Ethiopia,138458732,1,2,2,2,2,2,1
Ethiopia,117574642,1,4,2,2,4,2,3
Ethiopia,150233095,2,2,4,3,2,3,2
Ethiopia,160167307,2,2,2,4,2,2,1
Ethiopia,146149687,1,3,4,4,2,2,4
Ethiopia,120839349,2,1,2,2,1,2,2
Ethiopia,201091843,1,3,1,4,2,2,4
Ethiopia,150109336,2,1,2,2,1,2,3
Ethiopia,162212685,1,1,2,2,2,2,4
Ethiopia,157971649,2,3,2,2,2,2,3
Ethiopia,164236824,2,2,2,1,2,1,3
Ethiopia,188965582,2,2,3,2,2,99,2
Ethiopia,179198515,3,2,1,2,2,3,3
Ethiopia,176805812,1,4,3,2,3,2,4
Ethiopia,148455166,2,4,99,3,2,2,2
Ethiopia,163029544,2,2,2,3,2,2,4
Ethiopia,131623733,2,1,2,3,1,1,3
Ethiopia,206453817,1,2,2,3,1,2,4
Ethiopia,119473515,1,3,1,2,1,2,2
Ethiopia,147912464,1,99,1,99,1,2,2
Ethiopia,154475163,1,2,2,2,1,2,4
Ethiopia,167729616,1,2,1,2,1,2,99
Ethiopia,129839766,2,2,2,2,1,2,4
Ethiopia,125742132,2,1,2,2,2,2,1
Ethiopia,157226471,2,2,2,2,2,3,2
Ethiopia,140032000,2,3,1,3,2,2,3
Ethiopia,162322975,3,1,2,4,3,2,3
Ethiopia,115293454,2,1,1,3,2,3,3
Ethiopia,126510831,2,1,2,2,1,2,4
Ethiopia,159721318,2,2,2,3,2,3,4
Ethiopia,143634039,1,1,3,2,2,2,2
Ethiopia,120810096,1,3,3,2,3,2,2
Ethiopia,196993038,2,2,3,3,2,2,4
Ethiopia,120514975,1,3,3,2,1,2,2
Ethiopia,167647569,2,3,2,3,1,2,2
Ethiopia,144992253,1,2,1,2,1,2,4
Ethiopia,203127939,2,1,99,99,99,3,99
Ethiopia,190900894,2,2,2,2,2,2,2
Ethiopia,149963264,2,3,2,2,2,2,1
Ethiopia,178015480,1,1,1,2,1,2,1
Ethiopia,171380510,2,3,3,4,3,3,4
Ethiopia,142071024,4,1,3,99,2,2,2
Ethiopia,168099902,2,99,2,4,2,4,2
Ethiopia,143671433,2,2,2,2,2,2,2
Ethiopia,171291034,2,2,3,3,2,4,3
Ethiopia,145651868,3,1,99,3,1,3,4
Ethiopia,137606840,1,1,1,3,2,2,1
Ethiopia,120898426,2,2,2,2,2,2,2
Ethiopia,165067415,2,2,2,2,2,2,1
Ethiopia,181181700,2,2,3,2,2,2,2
Ethiopia,154909134,1,1,1,1,1,2,2
Ethiopia,192765022,2,2,2,4,2,4,3
Ethiopia,120649199,1,2,2,4,2,3,2
Ethiopia,189587510,2,1,2,2,1,2,2
Ethiopia,116658636,3,2,1,2,2,1,2
Ethiopia,170636311,1,2,3,4,1,2,4
Ethiopia,116038567,4,99,2,2,2,1,3
Ethiopia,156855453,1,1,2,99,1,2,4
Ethiopia,116654071,2,99,99,1,1,4,2
Ethiopia,209945307,2,1,1,2,1,2,4
Ethiopia,126387488,3,1,2,2,2,1,2
Ethiopia,126007099,2,1,2,1,1,4,2
Ethiopia,137959062,1,2,2,2,1,2,3
Ethiopia,184323391,1,3,2,3,2,2,2
Ethiopia,122872905,2,1,2,2,2,2,4
Ethiopia,112667985,2,1,2,2,2,2,2
Ethiopia,119579935,2,2,2,3,1,1,2
Ethiopia,114179516,2,1,2,3,1,1,1
Ethiopia,195666939,1,1,2,1,2,2,3
Ethiopia,203138727,2,1,2,3,2,1,2
Ethiopia,140007737,3,1,2,1,1,1,3
Ethiopia,145993960,2,2,99,2,2,2,2
Ethiopia,158107049,2,1,2,2,1,2,2
Ethiopia,207511313,2,3,2,2,2,2,4
Ethiopia,162746403,2,2,2,2,1,3,2
Ethiopia,151361281,1,2,1,2,1,1,4
Ethiopia,169926903,1,1,2,2,2,2,4
Ethiopia,112938888,3,4,2,4,1,2,4
Ethiopia,172645083,2,1,3,2,3,4,4
Ethiopia,161923178,2,2,3,99,3,3,2
Ethiopia,124366710,1,1,1,2,2,1,1
Ethiopia,144332720,1,1,2,4,2,2,2
Ethiopia,122958558,1,2,3,3,2,1,4
Ethiopia,202594591,2,1,1,1,2,2,2
Ethiopia,142762068,1,2,2,2,2,2,3
Ethiopia,171854418,2,2,1,2,1,3,1
Ethiopia,143923536,2,1,2,2,1,3,2
Ethiopia,172166336,1,1,1,2,1,2,3
Ethiopia,118814973,3,3,3,4,3,4,2
Ethiopia,175271416,3,2,1,2,2,2,3
Ethiopia,203445484,2,1,2,2,1,1,4
Ethiopia,167103500,3,2,99,2,2,2,3
Ethiopia,127594474,2,2,2,2,1,2,2
Ethiopia,150979142,2,1,2,3,2,2,2
Ethiopia,162695167,1,4,1,4,1,2,2
Ethiopia,158375600,2,1,3,2,2,2,4
Ethiopia,115561689,1,2,2,1,1,99,3
Ethiopia,179571490,2,2,2,3,2,3,3
Ethiopia,185748860,3,1,2,2,2,2,4
Ethiopia,178596249,2,2,2,2,2,1,4
Ethiopia,194899837,2,1,2,2,2,2,4
Ethiopia,158580711,2,1,1,4,3,3,3
Ethiopia,149441943,1,4,1,4,1,4,1
Ethiopia,118353096,2,2,2,2,2,3,4
Ethiopia,144606021,2,3,2,3,2,3,2
Ethiopia,117813630,1,1,3,2,1,3,2
Ethiopia,172061793,2,1,2,2,2,2,2
Ethiopia,140809394,99,1,4,4,2,2,1
Ethiopia,194458026,3,2,2,2,2,3,4
Ethiopia,156141685,1,2,2,3,1,1,2
Ethiopia,179927059,2,2,3,3,2,1,2
Ethiopia,178511780,2,2,2,2,2,2,2
Ethiopia,188719357,2,2,2,3,1,3,2
Ethiopia,206901164,4,3,1,1,2,2,4
Ethiopia,166274676,3,2,2,1,2,3,2
Ethiopia,209344368,1,1,2,3,1,2,2
Ethiopia,135239674,1,1,2,3,3,1,2
Ethiopia,155160256,1,1,1,2,1,2,2
Ethiopia,188055979,2,1,1,2,1,1,99
Ethiopia,124844734,2,2,2,3,2,3,2
Ethiopia,162619729,1,1,99,2,1,99,1
Ethiopia,207227300,1,3,2,3,1,2,99
Ethiopia,166681199,2,99,2,99,2,2,2
Ethiopia,202091405,1,3,99,2,2,4,3
Ethiopia,180153349,3,99,99,2,3,2,3
Ethiopia,142538272,3,1,1,2,2,2,3
Ethiopia,187548727,1,1,2,2,1,1,2
Ethiopia,183162756,1,1,1,1,1,1,1
Ethiopia,168134854,1,1,4,4,1,4,1
Ethiopia,125080678,2,2,2,2,2,1,2
Ethiopia,196444185,1,3,3,99,3,3,99
Ethiopia,201183178,1,3,1,2,4,99,2
Ethiopia,177133833,1,99,99,99,1,4,2
Ethiopia,122103841,99,3,3,3,2,2,3
Ethiopia,195795160,2,1,2,2,2,1,1
Ethiopia,149183665,1,1,99,2,2,1,1
Ethiopia,143678673,2,1,1,2,2,3,2
Ethiopia,146998406,1,2,99,4,4,4,2
Ethiopia,111345121,2,2,2,3,3,2,3
Ethiopia,188247198,1,99,2,2,1,2,2
Ethiopia,111301581,1,2,1,99,1,1,4
Ethiopia,156498290,4,4,2,2,2,2,3
Ethiopia,122592513,1,2,2,3,1,2,2
Ethiopia,192033731,3,99,3,99,3,2,4
Ethiopia,192300786,1,1,2,2,1,2,2
Ethiopia,170754402,1,1,2,1,1,3,3
Ethiopia,150234055,2,2,1,2,2,2,2
Ethiopia,126845265,2,2,2,3,2,2,3
Ethiopia,208216186,3,3,4,3,2,2,2
Ethiopia,121785992,1,2,2,3,1,3,3
Ethiopia,170990471,1,2,2,2,2,2,2
Ethiopia,201465800,2,99,99,99,1,99,2
Ethiopia,199639016,2,2,2,2,2,2,4
Ethiopia,164571435,1,2,1,2,2,3,2
Ethiopia,196664315,3,1,99,3,1,99,4
Ethiopia,152205872,3,1,2,2,3,1,2
Ethiopia,166047364,4,4,99,4,2,4,2
Ethiopia,111871184,1,3,3,3,2,2,2
Ethiopia,204148204,2,1,99,2,2,2,3
Ethiopia,136301604,2,2,2,2,2,99,3
Ethiopia,154904510,4,4,2,2,3,3,4
Ethiopia,188802818,2,3,3,4,3,2,2
Ethiopia,189523808,1,2,2,2,1,2,2
Ethiopia,163170757,1,2,2,3,3,3,1
Ethiopia,134704160,1,3,2,2,1,2,4
Ethiopia,199115129,2,2,2,2,2,2,3
Ethiopia,126029243,1,1,1,2,1,2,3
Ethiopia,197976789,2,2,2,2,2,2,3
Ethiopia,149109480,1,1,2,3,2,4,2
Ethiopia,136894216,1,2,2,4,2,2,4
Ethiopia,123616549,2,2,2,2,2,2,3
Ethiopia,169455049,3,2,1,4,3,2,3
Ethiopia,203038723,1,1,1,2,2,2,3
Ethiopia,184291774,1,2,2,2,2,2,4
Ethiopia,175474552,99,2,1,2,2,3,2
Ethiopia,122120742,2,2,99,3,2,3,4
Ethiopia,111223437,1,3,4,2,2,4,2
Ethiopia,155811851,1,2,2,2,2,2,3
Ethiopia,205963019,2,2,2,2,4,2,2
Ethiopia,150096608,2,3,2,2,2,99,4
Ethiopia,195692266,2,1,2,2,2,2,2
Ethiopia,158275145,2,1,3,3,3,3,4
Ethiopia,143693655,3,1,99,4,3,2,2
Ethiopia,115678296,2,1,3,3,2,3,2
Ethiopia,192992523,2,2,2,99,2,99,99
Ethiopia,161036868,2,2,2,2,2,2,2
Ethiopia,113096797,1,2,1,3,2,3,3
Ethiopia,137331914,2,2,2,3,1,1,3
Ethiopia,131299187,3,1,4,2,2,3,4
Ethiopia,125482748,3,2,2,1,1,2,2
Ethiopia,209622904,1,1,1,3,2,1,4
Ethiopia,113448580,1,2,1,4,1,1,3
Ethiopia,202503334,1,3,2,2,1,4,1
Ethiopia,210505172,1,2,2,2,2,2,3
Ethiopia,182432043,3,2,3,2,2,3,4
Ethiopia,141584541,2,2,2,2,2,4,3
Ethiopia,125919932,1,99,2,2,3,2,4
Ethiopia,202377670,1,1,3,2,1,2,2
Ethiopia,167162302,2,4,2,3,2,4,3
Ethiopia,198987814,3,1,2,4,2,2,2
Ethiopia,138068158,1,2,2,2,2,4,1
Ethiopia,185774257,1,3,2,4,2,3,2
Ethiopia,181761160,1,3,2,2,1,3,4
Ethiopia,205737968,2,2,2,2,1,2,2
Ethiopia,181645997,2,3,1,4,3,3,2
Ethiopia,178626765,1,2,2,3,1,2,3
Ethiopia,152110533,2,2,2,2,2,2,2
Ethiopia,142542259,1,1,1,1,1,1,3
Ethiopia,153670643,2,1,1,2,1,99,99
Ethiopia,166510419,1,3,1,1,3,3,4
Ethiopia,198390255,1,2,2,4,2,1,4
Ethiopia,112727468,2,3,2,3,4,3,4
Ethiopia,163264700,2,2,2,1,1,1,3
Ethiopia,206432423,1,1,2,2,2,2,4
Ethiopia,198428317,2,1,1,2,1,2,4
Ethiopia,164788764,2,4,2,2,2,4,3
Ethiopia,203139582,2,1,2,2,2,2,3
Ethiopia,201917940,3,1,1,2,1,2,4
Ethiopia,136975354,2,1,1,2,2,2,4
Ethiopia,190899965,2,1,2,4,2,2,4
Ethiopia,198164760,1,1,1,2,1,2,1
Ethiopia,190867302,2,2,2,2,3,2,2
Ethiopia,200359300,3,2,2,99,2,2,2
Ethiopia,164908392,2,1,2,1,1,2,2
Ethiopia,126964513,1,1,2,2,2,2,3
Ethiopia,185506542,2,1,1,2,2,2,2
Ethiopia,209325160,1,1,2,2,1,2,2
Ethiopia,125845181,1,3,3,2,2,1,1
Ethiopia,112846581,2,2,2,2,2,1,3
Ethiopia,122602465,2,99,2,3,2,3,3
Ethiopia,145728786,1,1,99,2,1,2,1
Ethiopia,120472534,1,2,2,2,2,2,3
Ethiopia,190931747,3,1,2,2,2,2,4
Ethiopia,131871578,2,2,2,3,2,2,2
Ethiopia,196944318,1,2,1,2,2,2,2
Ethiopia,121560105,1,1,2,3,1,2,2
Ethiopia,170633540,2,2,3,3,1,99,99
Ethiopia,179880641,3,2,3,2,3,3,3
Ethiopia,188670320,1,2,1,1,2,1,1
Ethiopia,208519964,2,2,2,4,2,2,2
Ethiopia,173417542,2,3,2,2,3,3,4
Ethiopia,203348450,1,2,99,4,1,1,4
Ethiopia,150388377,1,1,2,2,2,4,2
Ethiopia,193083224,1,1,1,2,1,1,2
Ethiopia,149527484,3,1,2,2,2,3,3
Ethiopia,199037185,2,3,2,4,2,2,3
Ethiopia,181357144,2,2,2,2,2,2,3
Ethiopia,144267973,2,2,3,2,2,1,3
Ethiopia,152054383,2,99,2,1,2,1,3
Ethiopia,184474256,1,1,1,2,2,1,2
Ethiopia,195150424,2,2,2,2,2,2,2
Ethiopia,206944875,1,2,2,2,2,1,3
Ethiopia,184496993,1,1,1,3,1,1,2
Ethiopia,178857192,3,1,3,3,1,99,4
Ethiopia,144985878,3,99,3,4,3,3,2
Ethiopia,185586648,1,2,3,2,2,2,3
Ethiopia,113933033,2,1,1,1,1,2,1
Ethiopia,166393659,2,2,2,2,2,2,3
Ethiopia,142486342,1,2,2,2,2,99,2
Ethiopia,128884389,2,2,1,2,1,2,2
Ethiopia,145668895,2,1,2,2,2,2,3
Ethiopia,169110620,2,2,2,3,1,3,2
Ethiopia,144984905,1,1,1,1,3,1,2
Ethiopia,208715200,2,3,2,2,1,1,2
Ethiopia,196486464,2,2,2,2,2,2,2
Ethiopia,112413273,1,2,99,99,2,2,3
Ethiopia,127554355,2,2,3,3,1,2,4
Ethiopia,167169383,2,3,2,3,2,3,4
Ethiopia,160296038,1,99,1,2,3,4,1
Ethiopia,181753929,2,1,1,2,1,2,1
Ethiopia,114438130,1,1,3,3,1,3,3
Ethiopia,197705675,2,2,3,2,2,2,2
Ethiopia,119108431,3,2,2,2,2,4,3
Ethiopia,201938293,3,2,2,1,1,2,2
Ethiopia,120888630,1,1,2,3,2,2,3
Ethiopia,138072629,3,3,4,4,3,2,2
Ethiopia,207270631,1,1,99,1,1,99,4
Ethiopia,138570975,2,2,2,2,1,4,3
Ethiopia,173933785,1,2,2,3,2,2,4
Ethiopia,210532135,2,1,1,1,1,1,4
Ethiopia,124045365,3,2,2,2,2,2,3
Ethiopia,192215974,1,1,1,2,2,2,2
Ethiopia,143924976,1,1,3,1,1,1,3
Ethiopia,188848807,3,1,1,2,2,1,4
Ethiopia,173515640,1,2,1,2,2,4,2
Ethiopia,187391833,4,2,2,2,2,2,4
Ethiopia,174527850,1,2,2,2,1,2,3
Ethiopia,178747453,4,2,3,2,2,4,4
Ethiopia,166320529,2,2,2,3,2,2,2
Ethiopia,208342128,2,1,2,2,1,1,1
Ethiopia,146071841,1,1,2,2,1,2,2
Ethiopia,130723893,1,2,2,1,2,2,2
Ethiopia,123516649,2,99,2,4,2,2,4
Ethiopia,202128772,1,1,3,3,1,1,4
Ethiopia,156050024,2,1,2,2,1,1,4
Ethiopia,128987899,2,2,3,2,3,3,4
Ethiopia,200089763,2,2,2,2,2,2,2
Ethiopia,200396138,2,2,1,3,2,2,4
Ethiopia,118562714,2,1,2,2,2,2,2
Ethiopia,157927070,1,2,2,2,2,2,2
Ethiopia,181761172,1,1,1,2,2,2,3
Ethiopia,177004737,1,2,2,2,2,2,1
Ethiopia,112315526,1,1,1,2,2,2,3
Ethiopia,149911822,1,1,99,4,2,3,4
Ethiopia,187263982,2,1,2,2,2,1,4
Ethiopia,146996441,2,2,2,3,1,3,2
Ethiopia,166741283,2,2,2,2,2,99,4
Ethiopia,147823151,2,2,4,2,1,1,2
Ethiopia,129634740,1,2,2,4,3,4,4
Ethiopia,180853463,2,1,2,4,2,2,2
Ethiopia,185483383,4,2,2,2,2,2,2
Ethiopia,140219192,1,1,2,2,2,2,2
Ethiopia,127554819,3,3,2,3,2,3,2
Ethiopia,201067517,2,1,2,2,2,2,2
Ethiopia,121828458,1,4,99,3,2,99,4
Ethiopia,124404083,2,2,1,3,1,3,3
Ethiopia,131040710,2,1,2,2,2,2,3
Ethiopia,112150570,2,1,2,1,1,1,2
Ethiopia,184174766,3,2,2,2,2,2,2
Ethiopia,174167126,2,99,4,4,1,99,4
Ethiopia,162168813,1,1,1,2,3,4,1
Ethiopia,165517487,3,1,2,2,2,2,2
Ethiopia,199824234,1,1,99,2,2,2,2
Ethiopia,141092142,1,2,2,2,3,3,1
Ethiopia,207772634,1,2,1,1,2,4,2
Ethiopia,184771880,2,2,1,2,2,2,2
Ethiopia,150054873,3,2,2,2,2,2,2
Ethiopia,185237350,1,2,2,2,1,1,2
Ethiopia,141931812,2,1,1,1,1,3,2
Ethiopia,172433693,1,3,1,2,2,2,2
Ethiopia,208371787,1,1,1,2,2,1,3
Ethiopia,150553380,1,1,2,4,2,2,1
Ethiopia,208624301,1,1,2,2,2,2,2
Ethiopia,196778734,2,2,2,2,2,2,2
Ethiopia,122814165,1,1,1,2,1,2,2
Ethiopia,119506442,3,1,1,2,1,3,4
Ethiopia,151632879,2,2,2,2,1,2,4
Ethiopia,203285688,2,1,2,2,1,2,3
Ethiopia,172510433,3,2,1,2,2,1,1
Ethiopia,145072898,1,1,2,4,2,2,2
Ethiopia,201626765,2,1,1,2,2,2,2
Ethiopia,145234397,3,2,2,2,2,2,2
Ethiopia,195567081,1,1,1,1,2,1,2
Ethiopia,203021829,2,1,1,2,3,1,1
Ethiopia,173828546,1,2,2,3,2,2,3
Ethiopia,123870448,2,2,2,3,2,2,4
Ethiopia,167012719,3,1,2,1,2,2,4
Ethiopia,202486288,1,2,2,3,2,4,4
Ethiopia,164608874,2,3,2,2,2,3,2
Ethiopia,165592495,2,2,99,2,1,2,4
Ethiopia,155645274,2,3,2,3,2,3,3
Ethiopia,161074118,1,99,2,2,2,2,99
Ethiopia,164996508,1,1,3,2,2,3,2
Ethiopia,193522245,2,1,2,2,2,2,2
Ethiopia,155098927,2,2,2,2,1,2,3
Ethiopia,168203256,2,3,99,2,2,2,2
Ethiopia,201189152,2,1,2,2,2,2,4
Ethiopia,126116539,2,99,99,2,2,99,2
Ethiopia,176531044,2,2,2,2,2,2,2
Ethiopia,158449692,2,3,1,2,2,2,3
Ethiopia,127325562,1,1,1,2,1,2,2
Ethiopia,193793380,2,2,3,3,2,1,2
Ethiopia,174026752,1,1,1,99,1,99,2
Ethiopia,142166561,2,1,2,3,1,4,2
Ethiopia,169332118,2,2,2,2,2,2,3
Ethiopia,133667080,3,3,3,3,3,4,4
Ethiopia,129478099,2,2,2,2,2,3,4
Ethiopia,144231106,1,1,2,2,1,2,2
Ethiopia,113234330,2,2,2,3,2,2,2
Ethiopia,185286694,2,2,2,2,1,2,1
Ethiopia,176008489,2,3,99,3,2,3,3
Ethiopia,210666715,4,2,2,3,2,2,3
Ethiopia,126083949,3,99,99,3,3,3,3
Ethiopia,169992790,1,2,2,2,2,2,4
Ethiopia,140375452,1,1,2,2,2,2,4
Ethiopia,170825444,1,1,3,2,1,3,2
Ethiopia,192100652,2,3,2,3,2,3,99
Ethiopia,129412822,3,2,2,3,2,2,2
Mali,187167515,4,4,3,4,2,2,2
Mali,201402637,1,1,1,1,3,2,2
Mali,117739690,1,2,1,1,1,4,3
Mali,181281512,1,2,3,3,3,4,3
Mali,174006603,2,3,2,1,3,99,2
Mali,181116649,2,3,3,1,1,1,2
Mali,189747770,1,2,2,2,1,2,2
Mali,198820697,2,2,2,2,2,1,1
Mali,151449561,3,3,3,4,3,99,2
Mali,205807711,2,2,2,2,2,3,3
Mali,113002162,1,1,1,1,1,3,1
Mali,130590421,2,2,3,2,2,3,2
Mali,137676432,4,4,3,3,3,3,2
Mali,130763819,4,3,3,3,3,3,1
Mali,143509672,3,3,3,3,3,1,3
Mali,200586120,2,2,2,2,3,99,2
Mali,135432987,3,3,1,2,2,1,3
Mali,116012693,1,3,2,1,3,1,2
Mali,137877678,4,1,2,1,3,3,1
Mali,118940373,3,99,4,3,1,1,1
Mali,163465868,1,1,1,1,1,1,1
Mali,206688937,99,1,1,1,3,99,1
Mali,118283330,3,2,2,2,2,1,1
Mali,171238985,1,1,1,1,1,1,1
Mali,164623191,1,2,3,99,1,99,2
Mali,128090861,1,1,1,1,1,3,1
Mali,163564972,4,2,3,1,1,1,4
Mali,136023451,2,4,2,2,3,2,1
Mali,140800117,1,3,3,2,1,1,3
Mali,125177735,1,1,1,4,1,1,1
Mali,189829847,3,1,2,3,2,1,3
Mali,116095624,2,3,2,3,2,3,3
Mali,193358289,2,4,1,2,1,1,1
Mali,195933104,3,2,2,3,2,2,3
Mali,185056306,2,99,2,2,2,2,1
Mali,167208491,1,2,3,99,1,1,1
Mali,204805683,3,4,1,4,3,3,2
Mali,114819245,2,3,3,3,2,2,2
Mali,199703711,4,3,1,3,4,3,3
Mali,150011189,3,1,3,1,3,1,1
Mali,159421669,1,1,1,1,1,1,1
Mali,161400247,1,2,2,1,1,99,3
Mali,142298700,1,2,2,2,2,1,2
Mali,141508276,3,3,2,4,1,2,2
Mali,165060922,1,1,1,1,2,2,2
Mali,175219951,4,2,2,2,2,99,2
Mali,167221425,1,1,1,1,2,2,1
Mali,149565960,1,4,1,2,3,2,1
Mali,186328367,1,1,2,3,3,1,1
Mali,180934532,2,3,99,3,3,99,2
Mali,134647151,1,3,1,3,3,1,2
Mali,210534685,2,3,2,2,2,2,2
Mali,157523401,2,3,3,2,2,1,2
Mali,172559897,2,2,2,4,3,2,3
Mali,208993923,3,3,2,2,3,2,4
Mali,168263386,2,3,1,1,1,1,1
Mali,134545854,2,3,2,3,1,3,1
Mali,182603458,1,4,3,2,3,3,3
Mali,184660901,1,1,1,1,1,2,1
Mali,112430463,1,1,1,1,1,1,1
Mali,187977132,3,3,99,99,99,2,1
Mali,209200194,1,4,99,99,1,99,1
Mali,171093635,3,2,2,3,2,1,2
Mali,159095990,4,3,4,4,4,3,4
Mali,127662890,1,3,2,2,2,2,2
Mali,176717715,2,3,99,2,3,2,2
Mali,200332589,2,3,2,3,3,2,3
Mali,181363505,1,1,1,1,1,1,1
Mali,124941564,3,3,1,1,2,2,3
Mali,149839155,3,3,2,2,1,1,2
Mali,166682629,2,4,1,2,3,2,1
Mali,119463909,2,2,2,2,2,2,1
Mali,151961933,1,1,1,1,1,1,1
Mali,165867238,1,4,4,4,4,2,4
Mali,163605756,2,3,1,3,2,1,3
Mali,142451427,99,99,3,3,3,99,4
Mali,114289638,3,2,2,1,1,4,1
Mali,186617306,1,2,1,2,2,4,1
Mali,141540576,3,3,2,2,3,1,1
Mali,137916626,4,4,2,2,4,3,3
Mali,119698888,1,3,1,3,3,1,1
Mali,165791480,3,3,1,3,3,3,3
Mali,129026582,2,3,3,2,3,2,4
Mali,143754399,1,2,1,2,4,1,2
Mali,150152893,99,1,99,99,2,99,1
Mali,165115073,99,4,99,99,4,1,99
Mali,111711047,2,3,2,1,1,2,1
Mali,160861949,1,4,4,3,3,1,2
Mali,154356895,3,4,3,3,1,4,1
Mali,128673760,1,1,1,1,1,4,1
Mali,194996764,3,2,3,2,4,4,2
Mali,125185921,3,3,1,2,3,1,2
Mali,145974197,1,1,1,2,1,4,1
Mali,177135135,1,4,4,2,2,3,1
